No. de cuenta / control,Año de nacimiento,Grado que cursas actualmente:,¿Cuál es el ingreso familiar mensual?,¿Cuál es el ingreso personal mensual?,"Pensando en el jefe o jefa del hogar , ¿cuál fue el último grado de estudios que aprobó en la escuela?",Ocupación actual del padre,Ocupación actual de la madre,"¿Cuántos automóviles, camionetas cerradas, vans o pick-ups tiene este hogar?",Seleccione los servicios y bienes con los que cuenta en su casa,"Sin tomar en cuenta la conexión móvil desde algún celular, ¿su hogar cuenta con internet?",¿Cuántos cuartos tiene su casa que se utilizan para dormir?,"¿Cuántas personas viven en su casa, incluido usted?",¿Cuántos baños completos tiene esta vivienda con excusado/WC y regadera?,¿Cuántas personas de 14 años o más trabajan actualmente o trabajaron el mes pasado?,"A la semana, ¿qué tanto consume los siguientes alimentos? [Carne]","A la semana, ¿qué tanto consume los siguientes alimentos? [Huevos]","A la semana, ¿qué tanto consume los siguientes alimentos? [Leche]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frutas y verduras]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frijoles/arroz/lentejas]","A la semana, ¿qué tanto consume los siguientes alimentos? [Pan]","A la semana, ¿qué tanto consume los siguientes alimentos? [Cereales]",origen_registro
,2009,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Licenciatura completa,Empleado,Profesionista,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Computadora; Diccionario o enciclopedia,Si,3,6,2,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,real
,2010,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura incompleta,Empleado,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora,Si,3,3,3,1,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,Más de 10,3–5 porciones,1–2 porciones,real
,2009,Preparatoria/Bachillerato.,"$10,001–20,000","$3,001–6,000",Preparatoria incompleta,Desempleado,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Reproductor DVD; Calculadora; Computadora; Diccionario o enciclopedia,Si,4,2,2,1,1–2 porciones,3–5 porciones,Más de 10,1–2 porciones,6–10 porciones,6–10 porciones,1–2 porciones,real
,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Profesionista,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Computadora,Si,3,5,1,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,real
,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Reproductor DVD; Computadora; Diccionario o enciclopedia,Si,1,2,1,2,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,real
,2009,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria completa,Comerciante,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora; Computadora,Si,2,6,1,4,1–2 porciones,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,3–5 porciones,Nunca,real
,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Empleado,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión,No,1,5,1,3,1–2 porciones,3–5 porciones,3–5 porciones,6–10 porciones,1–2 porciones,Nunca,6–10 porciones,real
,2008,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria completa,Comerciante,Profesionista,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión por cable o satélite; Calculadora,Si,2,6,1,2,Nunca,6–10 porciones,1–2 porciones,6–10 porciones,3–5 porciones,Más de 10,1–2 porciones,real
,2008,Secundaria.,"Menos de $5,000","Menos de $3,000",Secundaria completa,Desempleado,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora,No,1,4,1,3,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,real
,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Primaria completa,Trabajo informal/obrero,Empleada,0,Drenaje; Agua entubada; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora,Si,2,4,1,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,real
,2008,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Preparatoria completa,Comerciante,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite,Si,2,4,1,1,1–2 porciones,1–2 porciones,1–2 porciones,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,real
,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Desempleada,0,Drenaje; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,Si,2,3,1,1,1–2 porciones,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,real
,2008,Preparatoria/Bachillerato.,"Menos de $5,000","Menos de $3,000",Sin instrucción,Comerciante,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora,No,3,4,1,1,1–2 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,6–10 porciones,real
,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Comerciante,Trabajo informal/obrera,0,Drenaje; Alumbrado público; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia,Si,2,6,1,2,Nunca,1–2 porciones,1–2 porciones,3–5 porciones,1–2 porciones,6–10 porciones,1–2 porciones,real
,2009,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Preparatoria incompleta,Comerciante,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Calculadora; Computadora,Si,4,6,1,2,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,Más de 10,6–10 porciones,Más de 10,real
,2008,Preparatoria/Bachillerato.,"$10,001–20,000","Menos de $3,000",Carrera técnica,Comerciante,Desempleada,3,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora,No,2,4,1,3,1–2 porciones,Más de 10,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,Nunca,real
,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Desempleado,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Computadora,Si,2,4,1,1,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
,2009,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria completa,Trabajo informal/obrero,Comerciante,3,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Televisión; Calculadora; Computadora,Si,2,5,3,1,1–2 porciones,Nunca,6–10 porciones,1–2 porciones,6–10 porciones,6–10 porciones,Más de 10,real
,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,4,1,2,3–5 porciones,3–5 porciones,3–5 porciones,Más de 10,3–5 porciones,1–2 porciones,Nunca,real
,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora,Si,3,5,2,3,3–5 porciones,1–2 porciones,6–10 porciones,1–2 porciones,3–5 porciones,1–2 porciones,1–2 porciones,real
,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Videograbadora; Calculadora,No,2,3,1,1,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,6–10 porciones,1–2 porciones,Más de 10,real
,2010,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Trabajo informal/obrero,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Computadora,Si,2,3,1,2,1–2 porciones,1–2 porciones,6–10 porciones,1–2 porciones,Más de 10,1–2 porciones,1–2 porciones,real
,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Reproductor DVD; Calculadora,Si,2,4,2,2,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,Nunca,real
,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Primaria completa,Trabajo informal/obrero,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono celular,Si,3,2,1,3,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,real
,2009,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Carrera técnica,Desempleado,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora,Si,2,6,1,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,real
,2008,Preparatoria/Bachillerato.,"Menos de $5,000","$3,001–6,000",Primaria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,4,3,1,2,1–2 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,6–10 porciones,1–2 porciones,real
,2010,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria incompleta,Empleado,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Calculadora; Computadora,No,2,6,1,2,1–2 porciones,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,real
,2010,Secundaria.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Televisión; Computadora; Diccionario o enciclopedia,Si,3,3,1,1,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,6–10 porciones,6–10 porciones,real
,2010,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Diccionario o enciclopedia,Si,1,5,1,2,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,real
,2009,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Televisión; Televisión por cable o satélite; Videograbadora; Calculadora; Computadora; Suscripción a revista o periódico,Si,3,6,1,1,1–2 porciones,3–5 porciones,3–5 porciones,6–10 porciones,Más de 10,3–5 porciones,1–2 porciones,real
,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Diccionario o enciclopedia,Si,2,3,1,1,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,real
,2008,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria completa,Empleado,Empleada,0,Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión,No,2,3,1,3,1–2 porciones,3–5 porciones,3–5 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,real
,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Trabajo informal/obrero,Profesionista,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia,Si,2,3,1,1,1–2 porciones,1–2 porciones,6–10 porciones,1–2 porciones,6–10 porciones,3–5 porciones,1–2 porciones,real
,2007,Preparatoria/Bachillerato.,"$10,001–20,000","Menos de $3,000",Secundaria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora,Si,3,3,1,2,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,6–10 porciones,real
,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria incompleta,Empleado,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora,Si,2,4,1,3,1–2 porciones,1–2 porciones,6–10 porciones,3–5 porciones,Más de 10,1–2 porciones,6–10 porciones,real
,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Empleado,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,No,4,3,1,2,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,6–10 porciones,3–5 porciones,6–10 porciones,real
,2010,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria incompleta,Comerciante,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia,Si,1,4,1,1,1–2 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,1–2 porciones,real
,2010,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Licenciatura incompleta,Profesionista,Empleada,mas de 3,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,3,3,1,6–10 porciones,6–10 porciones,6–10 porciones,1–2 porciones,1–2 porciones,Más de 10,3–5 porciones,real
