No. de cuenta / control,Año de nacimiento,Grado que cursas actualmente:,¿Cuál es el ingreso familiar mensual?,¿Cuál es el ingreso personal mensual?,"Pensando en el jefe o jefa del hogar , ¿cuál fue el último grado de estudios que aprobó en la escuela?",Ocupación actual del padre,Ocupación actual de la madre,"¿Cuántos automóviles, camionetas cerradas, vans o pick-ups tiene este hogar?",Seleccione los servicios y bienes con los que cuenta en su casa,"Sin tomar en cuenta la conexión móvil desde algún celular, ¿su hogar cuenta con internet?",¿Cuántos cuartos tiene su casa que se utilizan para dormir?,"¿Cuántas personas viven en su casa, incluido usted?",¿Cuántos baños completos tiene esta vivienda con excusado/WC y regadera?,¿Cuántas personas de 14 años o más trabajan actualmente o trabajaron el mes pasado?,"A la semana, ¿qué tanto consume los siguientes alimentos? [Carne]","A la semana, ¿qué tanto consume los siguientes alimentos? [Huevos]","A la semana, ¿qué tanto consume los siguientes alimentos? [Leche]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frutas y verduras]","A la semana, ¿qué tanto consume los siguientes alimentos? [Frijoles/arroz/lentejas]","A la semana, ¿qué tanto consume los siguientes alimentos? [Pan]","A la semana, ¿qué tanto consume los siguientes alimentos? [Cereales]",origen_registro
2326057,2004,Universidad.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Profesionista,Profesionista,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Computadora, Diccionario o enciclopedia",Si,3,4,2,2,3–5 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,1–2 porciones,real
SINT-0001,2004,No estoy estudiando actuamente.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Trabajo informal/obrero,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Televisión,Si,2,5,1,2,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0002,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Empleado,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,4,1,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0003,2009,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Primaria completa,Desempleado,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión,Si,1,7,2,1,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0004,2008,Preparatoria/Bachillerato.,"Menos de $5,000","Menos de $3,000",Preparatoria completa,Trabajo informal/obrero,Empleada,0,Drenaje; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Reproductor DVD; Calculadora; Computadora,No,1,4,1,1,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,Más de 10,1–2 porciones,Nunca,sintetico
SINT-0005,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Videograbadora; Calculadora; Computadora,Si,2,2,1,2,1–2 porciones,6–10 porciones,1–2 porciones,Más de 10,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0006,2009,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Televisión; Televisión por cable o satélite; Videograbadora; Calculadora; Computadora; Suscripción a revista o periódico,Si,3,6,1,1,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0007,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura incompleta,Trabajo informal/obrero,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión",Si,5,9,3,6,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0008,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Carrera técnica,Empleado,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Reproductor DVD; Diccionario o enciclopedia,No,2,4,1,3,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0009,2001,Universidad.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Teléfono celular, Televisión, Reproductor DVD, Calculadora, Computadora",Si,2,5,1,4,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0010,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Trabajo informal/obrero,Profesionista,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,6,1,6,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0011,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Videograbadora; Calculadora; Computadora,Si,2,2,1,2,Nunca,6–10 porciones,1–2 porciones,6–10 porciones,3–5 porciones,Más de 10,1–2 porciones,sintetico
SINT-0012,2002,Universidad.,"Más de $20,000","Más de $6,000",Licenciatura incompleta,Empleado,Profesionista,2,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia, Suscripción a revista o periódico",Si,4,3,2,2,3–5 porciones,3–5 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0013,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura completa,Trabajo informal/obrero,Profesionista,1,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,3,1,2,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0014,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Empleado,Empleada,1,"Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,2,5,1,3,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Nunca,sintetico
SINT-0015,2007,Universidad.,"$5,001–10,000","Menos de $3,000",Primaria completa,Trabajo informal/obrero,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Teléfono",Si,1,5,1,3,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,,,sintetico
SINT-0016,2008,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Secundaria completa,Empleado,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Diccionario o enciclopedia,Si,3,4,1,1,3–5 porciones,3–5 porciones,6–10 porciones,1–2 porciones,3–5 porciones,3–5 porciones,Nunca,sintetico
SINT-0017,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Empleada,1,"Drenaje, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono celular, Televisión",Si,3,5,1,2,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0018,2007,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Carrera técnica,Comerciante,Desempleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,3,2,2,Más de 10,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Más de 10,1–2 porciones,sintetico
SINT-0019,2009,Preparatoria/Bachillerato.,"Menos de $5,000","$3,001–6,000",Secundaria completa,Comerciante,Trabajo informal/obrera,0,Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Computadora; Diccionario o enciclopedia,Si,2,3,2,2,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0020,2006,Universidad.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,4,1,2,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Nunca,Nunca,sintetico
SINT-0021,2010,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Empleado,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Teléfono celular, Televisión, Reproductor DVD, Calculadora, Computadora",Si,2,5,1,4,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0022,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Calculadora; Computadora,Si,3,3,1,1,Más de 10,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0023,2004,Universidad.,"$5,001–10,000","Menos de $3,000",Secundaria incompleta,Empleado,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono celular, Televisión, Televisión por cable o satélite, Computadora, Diccionario o enciclopedia",Si,3,4,1,4,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0024,2009,Preparatoria/Bachillerato.,"Menos de $5,000","$3,001–6,000",Primaria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,4,3,1,2,Nunca,3–5 porciones,1–2 porciones,1–2 porciones,3–5 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0025,2009,Preparatoria/Bachillerato.,"Menos de $5,000","$3,001–6,000",Primaria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,4,3,1,2,6–10 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0026,2003,Universidad.,"$5,001–10,000","Menos de $3,000",Carrera técnica,Trabajo informal/obrero,Desempleada,0,"Drenaje, Agua entubada, Alumbrado público, Recolección periódica de basura, Teléfono, Televisión, Calculadora",No,2,3,1,2,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0027,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Diccionario o enciclopedia,Si,2,3,1,1,3–5 porciones,6–10 porciones,1–2 porciones,1–2 porciones,6–10 porciones,Más de 10,1–2 porciones,sintetico
SINT-0028,2009,Secundaria.,"$10,001–20,000",No tengo ingresos,Carrera técnica,Trabajo informal/obrero,Empleada,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Calculadora; Computadora; Diccionario o enciclopedia,Si,2,3,1,1,1–2 porciones,6–10 porciones,6–10 porciones,3–5 porciones,Más de 10,1–2 porciones,3–5 porciones,sintetico
SINT-0029,2008,Preparatoria/Bachillerato.,"Menos de $5,000","$3,001–6,000",Secundaria completa,Comerciante,Trabajo informal/obrera,0,Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Computadora; Diccionario o enciclopedia,Si,2,3,2,2,Nunca,6–10 porciones,1–2 porciones,6–10 porciones,3–5 porciones,Más de 10,1–2 porciones,sintetico
SINT-0030,2010,No estoy estudiando actuamente.,"Menos de $5,000",No tengo ingresos,Primaria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Calculadora; Diccionario o enciclopedia,No,2,4,1,2,6–10 porciones,1–2 porciones,3–5 porciones,3–5 porciones,Más de 10,3–5 porciones,6–10 porciones,sintetico
SINT-0031,2007,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria completa,Comerciante,Profesionista,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión por cable o satélite; Calculadora,Si,2,6,1,2,6–10 porciones,1–2 porciones,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,1–2 porciones,sintetico
SINT-0032,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura incompleta,Empleado,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,5,1,2,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0033,2005,Universidad.,"Menos de $5,000","Menos de $3,000",Secundaria incompleta,Empleado,Empleada,0,"Drenaje, Agua entubada, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Computadora",Si,2,4,1,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0034,2006,Universidad.,"$10,001–20,000","Menos de $3,000",Primaria incompleta,Trabajo informal/obrero,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Calculadora, Computadora, Diccionario o enciclopedia",Si,7,11,2,5,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0035,2008,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Recolección periódica de basura; Calentador de gas para agua; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Videograbadora; Calculadora; Computadora,Si,2,3,1,1,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,Más de 10,3–5 porciones,3–5 porciones,sintetico
SINT-0036,2008,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Preparatoria incompleta,Comerciante,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Calculadora; Computadora,Si,4,6,1,2,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,Más de 10,6–10 porciones,Más de 10,sintetico
SINT-0037,2009,Preparatoria/Bachillerato.,"Menos de $5,000",No tengo ingresos,Secundaria completa,Empleado,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Computadora; Diccionario o enciclopedia,Si,3,3,1,3,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,6–10 porciones,Más de 10,1–2 porciones,sintetico
SINT-0038,2004,Universidad.,"$5,001–10,000",No tengo ingresos,Preparatoria completa,Empleado,Comerciante,1,"Calentador de gas para agua, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Computadora",Si,2,5,1,0,1–2 porciones,1–2 porciones,1–2 porciones,3–5 porciones,1–2 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0039,1999,Universidad.,"Menos de $5,000","Menos de $3,000",Primaria completa,Desempleado,Trabajo informal/obrera,0,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono celular, Televisión, Computadora, Diccionario o enciclopedia",Si,4,4,1,0,1–2 porciones,1–2 porciones,1–2 porciones,3–5 porciones,6–10 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0040,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Licenciatura completa,Empleado,Empleada,2,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora; Computadora,Si,4,4,1,2,1–2 porciones,3–5 porciones,6–10 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0041,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Trabajo informal/obrera,1,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un lugar exclusivo para estudiar; Teléfono celular; Calculadora; Computadora,Si,3,3,1,1,6–10 porciones,6–10 porciones,6–10 porciones,1–2 porciones,1–2 porciones,Más de 10,3–5 porciones,sintetico
SINT-0042,2010,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,4,2,2,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,Más de 10,1–2 porciones,3–5 porciones,sintetico
SINT-0043,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Carrera comercial,Comerciante,Desempleada,mas de 3,"Drenaje, Alumbrado público, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Un lugar exclusivo para estudiar, Teléfono, Teléfono celular, Televisión, Videograbadora, Calculadora, Computadora",Si,5,5,2,2,Más de 10,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Más de 10,1–2 porciones,sintetico
SINT-0044,2003,Universidad.,"$5,001–10,000","Menos de $3,000",Licenciatura incompleta,Empleado,Desempleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Calentador de gas para agua, Teléfono, Teléfono celular, Televisión, Calculadora, Computadora, Diccionario o enciclopedia",Si,3,5,1,2,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0045,2008,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Secundaria incompleta,Empleado,Comerciante,1,"Drenaje, Agua entubada, Alumbrado público, Calentador de gas para agua, Un cuarto propio para dormir, Teléfono celular, Televisión, Televisión por cable o satélite, Computadora, Diccionario o enciclopedia",Si,3,4,1,4,1–2 porciones,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0046,2009,Preparatoria/Bachillerato.,"Menos de $5,000","Menos de $3,000",Sin instrucción,Comerciante,Desempleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora,No,3,4,1,1,1–2 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,Nunca,sintetico
SINT-0047,2007,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Primaria completa,Trabajo informal/obrero,Empleada,0,Drenaje; Agua entubada; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Televisión; Televisión por cable o satélite; Calculadora,Si,2,4,1,1,1–2 porciones,6–10 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0048,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Primaria completa,Trabajo informal/obrero,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Teléfono celular; Televisión,Si,3,4,1,1,3–5 porciones,3–5 porciones,1–2 porciones,6–10 porciones,Más de 10,1–2 porciones,3–5 porciones,sintetico
SINT-0049,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,No,2,2,1,1,1–2 porciones,3–5 porciones,Nunca,3–5 porciones,6–10 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0050,2008,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria incompleta,Trabajo informal/obrero,Trabajo informal/obrera,0,Drenaje; Agua entubada; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,3,4,1,2,3–5 porciones,3–5 porciones,3–5 porciones,1–2 porciones,Más de 10,6–10 porciones,6–10 porciones,sintetico
SINT-0051,2005,Universidad.,"Menos de $5,000","Menos de $3,000",Secundaria incompleta,Empleado,Empleada,0,"Drenaje, Agua entubada, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Computadora",Si,2,4,1,0,1–2 porciones,6–10 porciones,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,1–2 porciones,sintetico
SINT-0052,2009,Preparatoria/Bachillerato.,"$10,001–20,000",No tengo ingresos,Preparatoria completa,Empleado,Comerciante,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono celular; Calculadora; Computadora,Si,2,2,2,2,3–5 porciones,1–2 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0053,2004,Universidad.,"$5,001–10,000","$3,001–6,000",Carrera técnica,Profesionista,Desempleada,1,"Drenaje, Calles pavimentadas, Calentador de gas para agua, Un cuarto propio para dormir, Televisión, Computadora",Si,4,5,1,3,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,3–5 porciones,sintetico
SINT-0054,2008,Preparatoria/Bachillerato.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Comerciante,Empleada,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Un lugar exclusivo para estudiar; Teléfono; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia; Suscripción a revista o periódico,Si,3,4,2,2,6–10 porciones,3–5 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,3–5 porciones,sintetico
SINT-0055,2010,Preparatoria/Bachillerato.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Trabajo informal/obrero,Empleada,0,Drenaje; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Un cuarto propio para dormir; Teléfono; Teléfono celular; Televisión; Calculadora; Computadora; Diccionario o enciclopedia,Si,1,5,1,1,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,6–10 porciones,3–5 porciones,sintetico
SINT-0056,2006,Universidad.,"$5,001–10,000",No tengo ingresos,Secundaria completa,Empleado,Trabajo informal/obrera,0,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Teléfono celular; Televisión; Calculadora; Computadora; Suscripción a revista o periódico,Si,2,5,1,3,1–2 porciones,3–5 porciones,1–2 porciones,3–5 porciones,6–10 porciones,6–10 porciones,1–2 porciones,sintetico
SINT-0057,2009,Preparatoria/Bachillerato.,"Más de $20,000",No tengo ingresos,Licenciatura incompleta,Trabajo informal/obrero,Profesionista,3,Drenaje; Agua entubada; Alumbrado público; Calles pavimentadas; Recolección periódica de basura; Calentador de gas para agua; Un cuarto propio para dormir; Televisión; Televisión por cable o satélite; Reproductor DVD; Calculadora; Diccionario o enciclopedia,Si,3,4,2,2,3–5 porciones,6–10 porciones,3–5 porciones,1–2 porciones,Más de 10,1–2 porciones,3–5 porciones,sintetico
SINT-0058,2006,Universidad.,"$5,001–10,000","Menos de $3,000",Preparatoria completa,Desempleado,Empleada,1,"Drenaje, Agua entubada, Alumbrado público, Calles pavimentadas, Recolección periódica de basura, Un cuarto propio para dormir, Teléfono, Teléfono celular, Televisión, Televisión por cable o satélite, Computadora",Si,3,3,1,0,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,1–2 porciones,sintetico
